star index,lambda,beta,mu lambda,mu beta,pi,Hwmag
238,4.65381404479507,-0.10232953886600084,2.6328847660731066e-05,2.5261251597471153e-05,2.1811310946179126e-05,12.0
239,4.65897788083418,-0.0954217818914524,4.33761347131837e-05,4.450423847841014e-05,3.9331310942600356e-05,12.0
240,4.643997434252615,-0.09397775913022353,1.7746289043906976e-05,3.6833516108488e-05,5.248309528073992e-06,12.0
241,4.642710356984357,-0.09262681157081706,3.271834772070081e-05,3.2375376534606704e-05,5.202906287238796e-06,12.0
242,4.6540411284117535,-0.08915370782319458,4.302373221619986e-05,2.7103215451481713e-05,1.7477694800229326e-05,12.0
243,4.658068953588899,-0.08836789593787592,3.943774346627048e-05,2.2841745766098578e-05,4.9862581066557774e-06,12.0
244,4.649829563238861,-0.09162893186358453,1.0810846688400633e-05,1.85519713356785e-05,1.685551118266207e-05,12.0
245,4.656188238072032,-0.09921446159955104,2.8310402927896724e-05,1.3575153309764238e-05,4.724870149442347e-05,12.0
246,4.646116103524414,-0.09012277038377095,1.961890429277385e-05,3.643989290132622e-05,4.707800102387863e-05,12.0
247,4.644300147595154,-0.10105250021775268,9.722194464888417e-06,9.993526695665672e-06,3.745246934070883e-05,12.0
248,4.647558218048941,-0.09533039213898489,6.378797508596063e-06,2.565799433639775e-05,1.4800377162015644e-05,12.0
249,4.655185604734994,-0.09835048405762839,5.193281754261453e-06,2.4104354806840895e-05,1.2346265132118012e-05,12.0
250,4.642783651139791,-0.09665799769841055,3.05988338965473e-05,3.78961547701909e-05,3.63253327210924e-05,12.0
251,4.643176344130068,-0.09770481537599711,1.6617744070491263e-05,4.263392830015819e-05,3.2549886093332046e-05,12.0
252,4.646674268857716,-0.0948463396424938,4.085667745582945e-05,3.371436390027563e-05,3.163807416867501e-05,12.0
253,4.65247807262021,-0.08747474627024766,4.4278579250496986e-05,2.1637508893666393e-05,4.828695744204611e-05,12.0
254,4.657343949395546,-0.09779304287512064,2.199147412889676e-05,1.5979332940302739e-06,4.1122431081646525e-05,12.0
255,4.644445876703397,-0.0990138857219195,4.4873446945107025e-05,4.613973049954341e-05,9.981986104381663e-06,12.0
256,4.652088865850387,-0.09872816906239627,3.597609134550254e-05,2.4063047978317465e-05,3.24623055339059e-05,12.0
257,4.654701786792557,-0.08750167203681812,1.6775896127666007e-05,3.1104194694594467e-07,1.4470484233315652e-05,12.0
258,4.642874798230063,-0.10361228029775904,1.626640689348824e-06,1.214504266072119e-05,2.9527685098818415e-05,12.0
259,4.644527342743556,-0.09721203035998137,3.927740751220888e-05,2.766622476468645e-05,1.8387957296354192e-05,12.0
260,4.65518994366706,-0.08909325536881095,4.57658557027664e-05,2.0462909394941748e-05,3.7368345201206614e-05,12.0
261,4.655048782000875,-0.09914454382812826,9.713651239183941e-06,3.412739442791889e-05,2.0898251554358927e-06,12.0
262,4.643170570472064,-0.08736404864844517,2.6896466735252563e-05,1.9299832210712075e-05,2.4534893377417616e-05,12.0
263,4.646053918316031,-0.10189508316147994,1.9963912808284497e-05,3.678401016660522e-05,4.3320794809487816e-05,12.0
264,4.643335809513497,-0.09853339222636756,3.8408010116710484e-05,2.612678235933336e-05,4.4754790468301904e-05,12.0
265,4.649518542231886,-0.09299687165580442,4.3322487990130926e-05,2.5192857518263414e-05,6.082267162701056e-06,12.0
266,4.643457231223884,-0.10256241242318916,2.949846934019358e-05,4.747718058873949e-05,9.011656146285697e-06,12.0
267,4.6498282073929404,-0.10377868938595013,1.3734465282507497e-05,1.2656778257975521e-05,5.92026631941639e-07,12.0
268,4.654693067494572,-0.09083174101575969,1.623111487437918e-05,4.510539023074906e-05,4.573362333989373e-05,12.0
269,4.6574497102104555,-0.09381085945666742,1.5208637444332996e-05,3.9437807327809736e-05,1.6988748597741037e-05,12.0
270,4.659756126023495,-0.08895090710219027,1.367812886890904e-05,4.387867509844932e-05,4.692971812152625e-06,12.0
271,4.647707091178548,-0.09824313995208789,4.44123244612499e-05,3.6190460731502386e-05,3.3303620697766964e-05,12.0
272,4.655575399369487,-0.09625129951014272,1.4211467138039303e-05,7.1632774201127514e-06,3.813927792414281e-05,12.0
273,4.6492052996271545,-0.09742578935302547,1.0253493279078108e-05,4.9125692241545656e-05,9.68979459297632e-06,12.0
274,4.642859010081025,-0.09878847346882766,1.2199252160538572e-05,1.4267217541795408e-05,3.134876229242284e-06,12.0
275,4.657219230385299,-0.0967917446377255,3.811842976869946e-05,3.2117606955124294e-05,3.3579353818567526e-06,12.0
276,4.657086020772616,-0.0996286397943567,3.975077994660616e-05,1.9262198292727923e-05,1.5820943529052534e-05,12.0
277,4.643489050851547,-0.10306766989663707,6.810055348129135e-06,2.614783055003656e-05,4.2802638826221185e-05,12.0
278,4.6440574749502925,-0.0895871347248221,1.6757396924844798e-05,4.367693367579892e-05,1.6016262784724357e-05,12.0
279,4.645418179058323,-0.10121069161921764,4.481181450503528e-05,4.095150958461468e-05,2.6165443312147655e-06,12.0
280,4.650886790446571,-0.09337933165925508,2.5359186197771423e-05,2.8281315093324485e-05,3.114273007113901e-05,12.0
281,4.644677615536142,-0.10298167856336568,9.206347478072918e-07,2.240882917214615e-06,1.758995912841676e-05,12.0
282,4.65060516850129,-0.10150404930691327,3.230776694299464e-05,2.8022919273399207e-05,2.654967775337618e-05,12.0
283,4.655500840936347,-0.08730228328802617,6.8568516080786235e-06,4.73044493441936e-05,1.5120871889486988e-05,12.0
284,4.653800307281008,-0.09770208386120233,4.661003709438106e-05,4.670866727518063e-05,7.875065994395892e-06,12.0
285,4.64320066339657,-0.0953585892735314,1.953460930804909e-05,3.553844014160473e-05,3.430742704988895e-05,12.0
286,4.656995546045408,-0.09240923039478785,3.31691668055758e-05,2.166438476121829e-06,2.46692902366778e-05,12.0
287,4.65532616081435,-0.09329201683659032,3.76194892197873e-05,2.901664283545514e-05,4.773682122909548e-05,12.0
288,4.654225334455686,-0.088130724586543,4.338647896993001e-05,4.221064680307185e-06,4.59343001579571e-05,12.0
289,4.64494620050112,-0.09354395790156803,4.4807486877699344e-05,1.3565344611744397e-05,3.2420023360145827e-05,12.0
290,4.652285024291244,-0.09032599031083732,3.9694709004761e-05,1.0620419994830999e-05,7.117547477874581e-06,12.0
291,4.656481337007869,-0.1027018217592665,4.436982596052761e-05,3.0964780067010977e-07,2.6303786519849726e-05,12.0
292,4.6563305444843355,-0.1028793860639251,2.2896221882709918e-05,2.6026188758099433e-05,1.6359318689567276e-05,12.0
293,4.6526376259129005,-0.10143617228661218,3.5726438004285046e-06,9.69580434164959e-06,3.774626521192586e-05,12.0
294,4.657749861566831,-0.10009616871889015,2.6142834238853995e-06,1.84040805363535e-05,3.190572949050468e-05,12.0
295,4.659903818784395,-0.09854194136086303,2.291914356713638e-05,3.919586525636384e-05,5.866984166364048e-06,12.0
296,4.658437536903737,-0.08846882414189948,4.248397342929454e-05,1.975358399030116e-05,3.818396069817139e-05,12.0
297,4.654207682820972,-0.09103004308279347,1.492256938176802e-05,4.3000082842841136e-05,3.6841585408030335e-05,12.0
298,4.650438586033712,-0.09118916481903519,1.8366331153238176e-05,4.3696044024223486e-05,4.0937961389669356e-05,12.0
299,4.653698405723405,-0.09443559181242507,2.390124688169978e-05,3.265273937000588e-05,2.5855365789714947e-05,12.0
300,4.649494137602073,-0.10053378232804706,2.7395060801746865e-05,2.7398208297581007e-05,2.2889565961203474e-05,12.0
301,4.642598850945655,-0.1041244381637806,4.492497100214396e-05,4.694372837969842e-05,1.5879469908235368e-05,12.0
302,4.65723824841325,-0.09255634289035282,6.734253478472019e-06,2.0694811267962123e-05,3.683351474816388e-06,12.0
303,4.648618248219923,-0.09424648005457742,3.6298559779851145e-05,4.3040434287266516e-05,3.0202934074756006e-05,12.0
304,4.65924878450399,-0.09748540404361404,2.892971130792732e-05,4.247555211185789e-05,1.3310419180962991e-05,12.0
305,4.659877719097114,-0.1027757363385482,3.261643396215827e-05,2.5970363521417663e-05,3.973860071239118e-05,12.0
306,4.650060370998851,-0.09919291561741335,2.5316606984185437e-05,9.479014942348929e-07,4.478778360318924e-05,12.0
307,4.656756230124941,-0.09149422357656913,2.38976200044708e-05,7.713813789776769e-06,4.8383837284656674e-05,12.0
308,4.643872814818704,-0.09042660598832196,3.172908594463582e-05,1.7550978267917546e-05,4.52552814835307e-05,12.0
309,4.653552427121727,-0.10439912209528178,4.59893701440118e-05,4.717106442652036e-05,3.3362032030119466e-05,12.0
310,4.6468031797863105,-0.10005223203332479,1.6475124473889526e-05,9.86113883205455e-06,2.025447268542794e-05,12.0
311,4.6441570870406235,-0.09391297564091472,4.12771130554679e-05,1.5556503589237474e-05,1.0729542744479581e-05,12.0
312,4.65866711274396,-0.10233130100108846,2.0771039701233642e-05,2.285123261106924e-05,2.6460603062049504e-06,12.0
313,4.654975689124714,-0.09395589358782133,3.918861267656385e-05,1.4489149188672773e-05,4.3283991987035116e-05,12.0
314,4.65413265811189,-0.09178154190445093,2.4817379311959917e-05,3.251741143935208e-05,2.409138327833046e-05,12.0
315,4.648918370081232,-0.08735535220485376,1.3054058245415529e-05,1.328652662629104e-05,8.05376164559224e-06,12.0
316,4.643419954802033,-0.10000158170705231,4.7559823895620195e-05,1.1519732915502845e-05,4.225968624013142e-05,12.0
317,4.653207988857237,-0.09854056666426418,1.8295314235173083e-05,2.9823060136136853e-05,1.9408934243315137e-05,12.0
318,4.659886797473871,-0.09378449213748641,1.7917342014696304e-06,7.729612162018628e-06,4.357830740991725e-05,12.0
319,4.643433735748712,-0.10250498117977351,2.0721506886645288e-05,4.634514472676596e-05,1.7331808164413704e-05,12.0
320,4.649142053828788,-0.09110001353804512,3.31406431719199e-05,3.88207035511575e-05,1.6199307232628463e-05,12.0
321,4.646241362281814,-0.09020923930261787,1.238494503331174e-05,3.664392993408251e-05,4.0674664293737453e-05,12.0
322,4.648159216253807,-0.09519874165405345,1.2879245314309097e-05,3.0601787491776176e-05,4.275972188645805e-06,12.0
323,4.648620256094126,-0.0944157849603323,3.402540080564196e-05,2.9112398819652482e-05,2.893698972839794e-05,12.0
324,4.652965162931209,-0.10414626287984927,4.039511073518108e-05,4.9550051225302806e-05,3.6159761836964936e-05,12.0
325,4.658187583879252,-0.08800641428764508,1.0058255971544688e-05,1.3983111021999118e-05,4.485922634482583e-05,12.0
326,4.642660105842108,-0.09792723867577073,1.3496435161612986e-05,2.1986907815087293e-05,1.765179869712999e-05,12.0
327,4.650011905744541,-0.09014294256563406,3.466583024606632e-05,3.620704242812619e-05,4.4471968182272135e-05,12.0
328,4.652666916508659,-0.10305366832738534,2.7505627178946762e-05,3.46043818085174e-05,1.1375999641903169e-06,12.0
329,4.647305988931683,-0.08961986576106257,2.76874440429978e-05,1.1023554644998984e-05,1.5883223406048164e-05,12.0
330,4.65145443078072,-0.08931922086142233,2.644356311711954e-06,2.4914653678761106e-05,1.0134672969186148e-05,12.0
331,4.644960506445298,-0.10417178638096282,2.5676440296862127e-05,1.9606995180513567e-05,4.199098140872394e-05,12.0
332,4.6443242637588575,-0.10212669221028586,1.143679208187719e-05,2.4016758765508464e-05,1.9901075880387184e-05,12.0
333,4.65236846236356,-0.09145065271744607,4.240630506079688e-05,3.075781036683971e-05,3.595461440964511e-05,12.0
334,4.656494817842784,-0.09380384373386326,4.659331701117383e-05,3.152206565264207e-05,4.774703655025928e-05,12.0
335,4.650997847256584,-0.10045975009910563,4.325352853732078e-05,2.03605979397671e-05,1.8887032255650723e-05,12.0
336,4.652031455269836,-0.093538273356125,2.432656779896651e-05,3.684303722527296e-05,2.2200784749839022e-05,12.0
337,4.657051712683658,-0.10085009227509062,1.0032111737616184e-05,4.684813134142592e-05,1.674807092416205e-05,12.0
338,4.647290241641894,-0.09707225350030277,3.5941270016887075e-07,8.33790962540686e-06,1.3538249896183497e-05,12.0
339,4.659242121700427,-0.09580383971611889,2.5870651385946743e-05,2.4718755309060648e-06,2.3448339461886304e-05,12.0
340,4.652716154452194,-0.09478762168180718,5.296100505471801e-06,4.302979332288002e-05,3.4255866273399025e-05,12.0
341,4.656851828845716,-0.10053000285433777,3.923089236815747e-05,5.857458433791157e-06,8.035709386817097e-06,12.0
342,4.651675109232662,-0.10457833144749544,3.8522201617222356e-05,1.1526461775335412e-05,3.496704021013228e-05,12.0
343,4.654022062776125,-0.08830703929651355,1.2892087740841308e-05,4.9437873489278535e-05,2.688074834811901e-05,12.0
344,4.643063984929242,-0.08817514824644307,2.941032555836529e-05,4.518504669900908e-05,2.9244651629790935e-05,12.0
345,4.655254637989064,-0.09612898865758887,4.556079240994831e-05,3.933611567442477e-05,2.7527215987497824e-05,12.0
346,4.653375982762365,-0.10051781007439406,1.1213992116530464e-05,4.672858779903804e-05,1.5513638844723167e-05,12.0
347,4.646504181046349,-0.09975045611829643,1.6609199023463494e-05,3.890421569008309e-05,3.0485084299254464e-05,12.0
348,4.653929715711575,-0.08866201901280077,2.7792092179581182e-05,3.100073806049329e-05,2.5290649002965783e-05,12.0
349,4.650332244402695,-0.08954631192041422,2.4095015843865742e-05,3.762658042428596e-05,4.7032820357898454e-05,12.0
350,4.654992317754189,-0.09388237850327835,2.8886839352095607e-05,6.711994736198551e-06,1.612293134001671e-05,12.0
351,4.658998575442673,-0.08948427745032084,3.282259224117859e-05,1.6998793300470665e-05,3.4495387187017536e-05,12.0
352,4.644684579469651,-0.09378440942080926,4.7257751651620176e-05,4.810817697863381e-05,4.218839991427561e-05,12.0
353,4.646583521857384,-0.09632494584238296,1.2318009173409888e-05,4.5806280245595815e-05,3.820831605918483e-05,12.0
354,4.659743891039527,-0.09890943739804742,2.2157768659200378e-05,4.210412219444667e-05,2.7590427112007978e-05,12.0
355,4.646967126404966,-0.10297865819542414,1.8363847378858712e-06,5.234274143315176e-07,8.412153260258237e-06,12.0
356,4.648486253057536,-0.09425268016629212,4.978457716818914e-05,2.6561241799628545e-06,2.0338588068889776e-06,12.0
357,4.642861416784755,-0.09138679421256918,3.3773678398790956e-05,1.9054390377156105e-05,2.594597497950233e-05,12.0
358,4.65759732506409,-0.10143805171532103,4.528931142662691e-05,9.603863810938929e-06,3.840373781767443e-05,12.0
359,4.658389374516812,-0.10376098271254094,1.3621186096009947e-05,1.6351308398005033e-05,4.654060973456485e-05,12.0
360,4.644911152973788,-0.08871755942621398,2.6033392812845842e-05,5.407069015784594e-06,3.9790723813888515e-05,12.0
361,4.647407878676736,-0.10415534943834588,3.441179109506333e-05,2.2605485348552558e-05,4.699573721365113e-05,12.0
362,4.659003679378297,-0.08935749810742982,1.9066167925071542e-06,1.9865166439650525e-05,4.575194480961605e-05,12.0
363,4.653708742352625,-0.09625398372665485,2.688097700371692e-05,4.60591701889602e-05,4.6761285432464355e-05,12.0
364,4.649387397697574,-0.08733090616605552,2.716656350328275e-05,4.8990530498349016e-05,2.8202874533117095e-05,12.0
365,4.659116184902606,-0.0916584285533533,4.8016751233410815e-05,2.68708663468081e-05,2.3275813622865705e-05,12.0
366,4.65276851452647,-0.10135917135026878,4.9524035394251564e-05,3.1229536952714968e-06,2.3992855642102706e-05,12.0
367,4.644274232686673,-0.09024676417419458,1.9419127306122853e-05,2.329761549893989e-05,1.3390291827084212e-05,12.0
368,4.656424535699981,-0.08920639012805372,4.75992969536616e-05,3.888036573067351e-05,9.865359289428722e-06,12.0
369,4.6577960166890335,-0.09972231244810602,5.6832922486895646e-06,1.116595597292303e-05,3.868252393562455e-06,12.0
370,4.647713610789036,-0.10173349077095256,1.3484200635949857e-05,2.379748515632695e-05,1.1163586422507282e-05,12.0
371,4.644168501943322,-0.09164259444297773,3.135466003466955e-05,4.450513682522122e-06,4.056720279306536e-05,12.0
372,4.646161113569362,-0.08918333989606426,4.522093118908702e-05,3.1261168222112724e-05,3.0797727439454156e-05,12.0
373,4.6426802807617,-0.10046791640759624,7.886423060132186e-06,3.5876715384179656e-05,2.169672185658195e-05,12.0
374,4.65371432594929,-0.08872822373157399,1.0774029342437431e-07,3.2797661095216145e-05,2.021691760967237e-05,12.0
375,4.655231945283643,-0.08899415935105937,3.6995950379851376e-05,3.7801856467421614e-05,1.1889393706103491e-05,12.0
376,4.6465647585969,-0.09601833960688066,3.804043873663173e-05,1.607735422865127e-05,3.808068550509911e-05,12.0
377,4.657773871417828,-0.08870260830813158,4.476743530308204e-05,1.0952642977235973e-06,3.390555862761466e-05,12.0
378,4.652443939710203,-0.09133865325908129,3.064124053223763e-05,1.0037707583403971e-05,4.755380846183173e-05,12.0
379,4.648889308530894,-0.08871369863109257,1.0367446227957357e-05,3.630217830777225e-05,3.7207991062623737e-05,12.0
380,4.642980520064331,-0.09431906684946303,1.1495211210841506e-05,9.9527624596029e-06,1.888188151572976e-05,12.0
381,4.651579470174511,-0.09306419563712758,2.1471343399134793e-05,3.3737120515394165e-05,4.807178190511642e-05,12.0
382,4.653883043927024,-0.0951371090669009,1.6006442999444205e-05,4.5183868200066125e-05,3.655385335560555e-05,12.0
383,4.644577748789288,-0.09007268727783642,3.628558715095379e-05,3.601130367737966e-05,4.3905524429983876e-05,12.0
384,4.64282327363119,-0.09175663454390351,2.6718052053660248e-05,1.5407023678137684e-05,3.634501523837042e-08,12.0
385,4.645288092224697,-0.1011047619367987,9.145114853753622e-06,1.5003715788320827e-05,3.196247680644555e-05,12.0
386,4.659354967580558,-0.10222671428249609,1.8723265123017107e-05,1.803885292532485e-05,3.170933888301831e-05,12.0
387,4.648421986756691,-0.09861090967686448,2.0259331208668243e-05,1.9061024506816565e-05,2.527634057331979e-05,12.0
388,4.659931929430817,-0.09698635908478208,3.091925531311923e-05,2.8181533664144434e-05,2.4965986605164925e-05,12.0
389,4.643690852490219,-0.09385039565602227,1.1729278954695422e-05,1.5627142948204053e-05,9.252829715984157e-06,12.0
390,4.6535340348485255,-0.09567140211344327,3.6337347554736253e-05,4.7465776602662746e-05,3.423191199469021e-05,12.0
391,4.654695463451172,-0.09597837597924293,4.877209954822619e-05,1.80413283792984e-05,1.6381562803365985e-05,12.0
392,4.656648779030877,-0.08781748854650907,1.600473357754128e-05,4.592463059487013e-05,3.038491366742488e-05,12.0
393,4.648940752492328,-0.09546796952813309,4.9541232362906936e-05,1.3118738824046583e-05,2.4772681828207188e-05,12.0
394,4.6534666622560055,-0.08937316472017223,1.736462161763902e-05,3.0402719431506933e-05,3.694672825430962e-05,12.0
395,4.654725185727566,-0.09079656426741431,2.1697162700146645e-05,9.109583630616448e-06,1.5902813262726562e-05,12.0
396,4.645582218786047,-0.09433091901881349,1.0589929465640858e-06,3.921706562790356e-06,1.217106587173455e-05,12.0
397,4.657249221155192,-0.09294297542738097,1.9794835835941377e-05,4.5079342073116245e-05,2.610421089032978e-05,12.0
398,4.650504745743355,-0.09977423765100771,1.7111526294143915e-05,1.2344242919153148e-05,3.5747167223066146e-05,12.0
399,4.644767647149073,-0.09444310957233013,1.5754587534999092e-05,2.0286248209705704e-05,1.1492069384656857e-06,12.0
400,4.656563298832816,-0.1038281211275772,2.4230180431897847e-05,5.564131837135245e-06,4.282702693679302e-05,12.0
401,4.65439133446493,-0.09833245175098321,9.065942570678032e-06,2.644478421039408e-05,2.9388020778653013e-05,12.0
402,4.6579682036531,-0.09578205024387565,3.08156155625813e-05,3.6751439492183864e-05,8.254336514655025e-06,12.0
403,4.6562934973281545,-0.0931328649582039,3.406125363861227e-05,1.4802086570349578e-05,4.5338086179201205e-05,12.0
404,4.644540726810136,-0.09054135777428948,4.573304662829828e-05,1.3842572253762305e-05,3.882640766547686e-05,12.0
405,4.643289871550117,-0.09027552630343372,4.753064517763291e-05,1.3122840249852336e-05,4.525294047269163e-06,12.0
406,4.654832174398221,-0.08852478796363648,3.146646804905515e-05,1.028272920527123e-05,3.5451797192939614e-05,12.0
407,4.659898629355258,-0.10180031332735325,4.105820348895452e-05,1.3801591946470272e-05,2.89377072682877e-05,12.0
408,4.647325159151683,-0.09765879599726146,1.8477758406882413e-05,4.3040757070323e-05,3.0483760800353807e-05,12.0
409,4.653289452318023,-0.100296525775903,2.411014241268837e-05,3.832423990282051e-05,4.911970622304114e-05,12.0
410,4.649329366214824,-0.09153218553081685,3.523623799271845e-05,1.7801694649120514e-05,2.7065188251212903e-06,12.0
411,4.6513484453947145,-0.09023950418035698,2.829857143414688e-06,2.56998640568604e-05,1.9919977609755535e-05,12.0
412,4.653090249501419,-0.0928572614926994,1.2958264194929792e-05,3.1582647667008766e-05,1.3691989467826006e-05,12.0
413,4.653749923516318,-0.0881745162141682,1.7818306646459477e-05,3.8624395013427685e-06,1.6260985916810727e-05,12.0
414,4.6557041201271785,-0.1005835235554322,1.9757924103194636e-05,4.635463623752834e-05,3.838685231501006e-05,12.0
415,4.648078620741627,-0.09449730997331687,4.026940849217204e-05,4.2383300746628675e-05,2.268448481503377e-05,12.0
416,4.6582506663759355,-0.09690917221309824,4.584664093387174e-05,4.0490427290413596e-05,2.047674165580058e-05,12.0
417,4.659535722446444,-0.08843883534369634,3.47037117543203e-05,2.753791268878664e-05,1.467634318537347e-05,12.0
418,4.644037025985816,-0.10021983680405606,3.6518921506545954e-05,3.0401784941224604e-05,5.843258455286949e-06,12.0
419,4.648839635116869,-0.08907269163353972,4.5533599640196925e-05,2.1370000332904528e-05,3.0000434624228376e-05,12.0
420,4.656408532915711,-0.10406403485037743,2.6373975947485736e-05,4.1517979367555635e-06,3.208533628600755e-05,12.0
421,4.654847012144767,-0.09619994943928906,3.267384097913483e-05,4.8515791528288e-07,4.442044158185019e-05,12.0
422,4.64825594952109,-0.0940349211463079,1.823745232386389e-05,6.805277335612875e-06,4.764783968224197e-05,12.0
423,4.658620318046647,-0.09389312041531425,1.6157598249012352e-05,1.108265022383691e-05,2.771743643733286e-05,12.0
424,4.6511003416245,-0.08967165126584006,4.696503629904109e-05,4.356285344632818e-05,4.066070771611466e-05,12.0
425,4.654026989696578,-0.0909019420851374,3.875084906447305e-05,2.982378423083497e-05,4.330372365726493e-06,12.0
426,4.646863273584086,-0.09121134857877886,4.794025370236494e-05,1.7018568935511274e-05,2.9525467024241148e-05,12.0
427,4.648761384236663,-0.09977000233894073,2.4222994388807613e-05,3.238019636265356e-05,7.477363357238531e-07,12.0
428,4.6545371502849235,-0.09070434666476651,1.3526757935946199e-05,5.808934669987609e-06,3.319980139007556e-05,12.0
429,4.655354521532945,-0.10403250201220182,3.124977122891231e-05,7.380252708355656e-06,2.3687880913248876e-05,12.0
430,4.650336062152899,-0.09558156806947525,4.7024415845587175e-05,6.202933304861663e-06,6.6672719509462914e-06,12.0
431,4.647516887428623,-0.10073612977893373,4.7002173263190364e-05,2.1452644177663618e-05,4.533361460062383e-05,12.0
432,4.6590711244617085,-0.10120676720652327,1.5284310065966244e-05,4.0091330949285635e-06,1.293194617248481e-05,12.0
433,4.65471085777523,-0.099905659367666,1.2452484777420692e-05,3.449883203224175e-05,4.064500023069002e-05,12.0
434,4.6589945696292006,-0.08954261350758347,1.7080152390347092e-05,3.96167686845945e-05,1.971618512040473e-05,12.0
435,4.649211844877089,-0.09890935681348764,1.0867392140663824e-05,4.0434596209049103e-05,3.935844741443758e-05,12.0
436,4.653879506352061,-0.0880772767443637,2.171936149397691e-05,4.718009102581084e-05,4.833866056665954e-05,12.0
437,4.653182130811477,-0.0980610825651442,4.9693917650696485e-05,1.212672663405095e-05,2.664258842738781e-05,12.0
438,4.65408796369032,-0.09338246014286185,2.2208974150651453e-05,4.6181595333526485e-05,3.0003063242895994e-05,12.0
439,4.649397175968424,-0.09318748920862484,3.54203194056662e-05,1.5611233927179097e-05,2.377442048410048e-05,12.0
440,4.654783550018066,-0.10263158750366849,3.1753335488175766e-05,9.73624004570139e-06,1.4400452781294187e-05,12.0
441,4.6507165055521655,-0.08908430719554157,6.09568672910204e-06,8.382143993591507e-06,4.6849557943290024e-05,12.0
442,4.656620875201845,-0.09391313163247197,1.162973622072322e-05,9.973431954370965e-06,1.0794276981221874e-05,12.0
443,4.644637709954555,-0.09906066809675573,2.975934771356026e-06,4.969524422410349e-06,3.598697668246648e-06,12.0
444,4.6540378716228545,-0.09857070055218893,1.3795830513047109e-05,4.8438479808897216e-05,4.571851356120369e-05,12.0
445,4.654649456875705,-0.09548991189410834,1.4057929744221015e-05,2.8403158261318674e-07,1.1307001542381635e-05,12.0
446,4.64509011830316,-0.1019334607014847,2.3459508897864014e-05,3.6433798946391163e-05,4.653758001635062e-05,12.0
447,4.648039075271617,-0.10165520729547618,2.519274274476843e-05,1.888809176894645e-05,2.796481070603481e-05,12.0
448,4.653067604638347,-0.10265235332501654,9.202338282356787e-06,1.9131317614528686e-06,6.131058253382055e-06,12.0
449,4.652171376019318,-0.0923530192150864,3.654460517824037e-05,2.0842039790871017e-06,7.82816823087073e-06,12.0
450,4.646231531837781,-0.08783585834274729,2.221938246580238e-05,3.563710930635208e-05,2.3720659471904345e-05,12.0
451,4.65577444635678,-0.09658062408274144,1.3327552439298935e-05,2.026388255196926e-06,2.5091891676818104e-05,12.0
452,4.656881591411183,-0.1023498017100684,4.5133811194639e-05,4.7655544008739095e-05,8.688092455689856e-07,12.0
453,4.64305378011712,-0.09956557881999664,4.461142817603588e-05,4.4548693417080565e-05,2.7382144523535114e-05,12.0
454,4.6472251152801345,-0.09775890850864577,2.2284463972844267e-05,1.9473246777496233e-06,4.440050939623564e-05,12.0
455,4.652656876928179,-0.08748308285417107,4.576933828748425e-06,5.463428331428294e-06,1.6361038076660546e-05,12.0
456,4.647981025183168,-0.10327579574841883,4.693880208752832e-06,3.811569764102291e-05,3.827063762663368e-05,12.0
457,4.647350654442756,-0.09607832001101049,4.186490081295083e-05,1.6433673825386774e-05,3.485938247911275e-05,12.0
458,4.652112506458482,-0.09214774720126043,1.1631678436463034e-05,4.982440201092189e-05,1.253776243945064e-05,12.0
459,4.642836116402545,-0.08921504672932311,3.1318274422535484e-05,3.788811317067704e-05,1.5885478903800098e-05,12.0
460,4.644906795343232,-0.0931018680197328,3.329721342200039e-05,4.6147138976508873e-05,1.2182374957265069e-05,12.0
461,4.6448373067855515,-0.10312233056678265,1.1003556128140025e-06,1.5594388680610194e-06,4.408341491472328e-05,12.0
462,4.6450405712395995,-0.09804915785159168,4.2725293665346186e-05,3.6781872492272955e-05,1.9402649730742568e-05,12.0
463,4.651181308226595,-0.08844867819187394,7.5472714619269135e-06,3.050262875312568e-05,2.8989385691701165e-05,12.0
464,4.645097557093746,-0.0882132045605575,2.2031302273130845e-05,2.682085144530396e-05,4.382269294793086e-05,12.0
465,4.654927011587442,-0.09858471656723576,4.056856934994942e-05,1.2375109014034713e-05,1.5959825976742566e-05,12.0
466,4.659792998769599,-0.09128931935412268,3.702008686266608e-05,4.602421486898209e-05,1.832369067055968e-05,12.0
467,4.656197478695448,-0.09643077482114734,7.115428629446974e-06,2.195409586770201e-05,2.7045507829033203e-06,12.0
468,4.653678551232644,-0.08746343509010819,4.761342480372555e-06,9.458634659271653e-06,1.9559976855895328e-05,12.0
469,4.648748669177856,-0.09049070751031318,1.804963624096459e-05,4.953687635216648e-05,1.567622721140558e-05,12.0
470,4.653734539452837,-0.09849205959961572,2.7440768180026616e-05,3.468320531364322e-05,2.633741744929491e-05,12.0
471,4.643327001136275,-0.10424283244198645,3.9300082809260344e-05,7.6179090503093965e-06,2.826362184895206e-05,12.0
472,4.648449657034136,-0.09849949733009761,1.1208837595551342e-05,1.314284706413651e-05,4.451002366855934e-05,12.0
473,4.654601407432992,-0.08863922302823699,4.1264957210617224e-05,2.4553043810290638e-05,2.2973880684390132e-05,12.0
474,4.651932505196149,-0.09872581834282741,8.609627339625648e-06,2.0996431171273907e-05,1.2773270232900963e-05,12.0
475,4.655000917618516,-0.09165387729108937,2.3275898792701567e-05,2.4718989559549828e-05,1.8443333092336757e-06,12.0
